name,publisher,vgchartz_score,critic_score,user_score,total_shipped,total_sales,release_date,genre,release_year
Dance Dance Revolution Universe,Konami,7.3,7.2,8.1,5066328.0,340568.42,2009-08-11,Misc,2009
Yu-Gi-Oh!,Konami,7.3,7.2,8.1,21800000.0,340568.42,2002-03-20,Strategy,2002
Shining Force III: Scenario 2,Sega,7.3,7.2,8.1,5066328.0,50000.0,1998-04-29,Strategy,1998
Densetsu no Stafi,Nintendo,7.3,7.2,8.1,5066328.0,470000.0,2002-09-06,Platform,2002
The Polar Express,THQ,7.3,7.2,8.1,5066328.0,230000.0,2004-11-02,Adventure,2004
James Noir's Hollywood Crimes,Ubisoft,7.3,7.0,8.1,5066328.0,160000.0,2011-11-01,Adventure,2011
Family Game Night 4: The Game Show,Electronic Arts,7.3,7.2,8.1,5066328.0,160000.0,2011-11-01,Misc,2011
FIFA 20,EA Sports,7.3,7.2,8.1,5066328.0,340568.42,2019-09-27,Sports,2019
Taiko no Tatsujin: Waku Waku Anime Matsuri,Namco,7.3,7.2,8.1,5066328.0,200000.0,2003-12-18,Misc,2003
Tony Hawk's Pro Skater 1 + 2,Activision,7.3,7.2,8.1,1000000.0,340568.42,2020-09-04,Sports,2020
Dragon Ball Z: Shin Butouden,Bandai,7.3,7.2,8.1,5066328.0,90000.0,1995-11-17,Fighting,1995
Jurassic: The Hunted,Activision,7.3,7.2,8.1,5066328.0,190000.0,2009-11-03,Shooter,2009
A Collection of Activision Classic Games for the Atari 2600,Activision,7.3,3.8,8.1,5066328.0,1370000.0,1998-09-23,Misc,1998
Kidou Senshi V Gundam,Bandai,7.3,7.2,8.1,5066328.0,30000.0,1994-03-11,Action,1994
Super Raiden,Hudson Soft,7.3,7.2,8.1,5066328.0,340568.42,1992-04-02,Shooter,1992
UEFA Euro 2004: Portugal,EA Sports,7.3,7.2,8.1,5066328.0,140000.0,2004-05-04,Sports,2004
Golden Royal Hold'em,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-06-09,Misc,2009
Mech Gladiator,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-12-27,Shooter,2009
Chou-Genjin 2,Hudson Soft,7.3,7.2,8.1,5066328.0,340568.42,1995-07-28,Platform,1995
Sweet Reversi,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2010-04-15,Misc,2010
Dance Dance Revolution X2,Konami,7.3,7.2,8.1,5066328.0,2230000.0,2009-10-27,Simulation,2009
Brunswick Circuit Pro Bowling,THQ,7.3,8.2,8.1,5066328.0,180000.0,1998-09-30,Sports,1998
Nickelodeon Party Blast,Atari,7.3,7.2,8.1,5066328.0,250000.0,2002-12-06,Misc,2002
Mahjong Master,Konami,7.3,7.2,8.1,5066328.0,90000.0,1996-12-20,Misc,1996
Professor Layton,Nintendo,7.3,7.2,8.1,17000000.0,340568.42,2008-02-10,Adventure,2008
Final Lap 2000,Bandai,7.3,7.2,8.1,5066328.0,340568.42,2000-03-23,Racing,2000
NHL Slapshot,EA Sports,7.1,7.6,8.1,5066328.0,420000.0,2010-09-07,Sports,2010
World Soccer Winning Eleven 9,Konami,7.3,8.9,8.1,5066328.0,4059999.9999999995,2006-02-07,Sports,2006
Sotsugyou Graduation For WonderSwan,Bandai,7.3,7.2,8.1,5066328.0,340568.42,1999-12-16,Simulation,1999
RockMan,Capcom,7.3,7.2,8.1,5066328.0,340568.42,1999-08-05,Platform,1999
Simple 2000 Series Vol. 67: The Suiri ~Soshite Daremo Inakunatta~,D3 Publisher,7.3,7.2,8.1,5066328.0,340568.42,2004-11-11,Adventure,2004
Black Panther 2: Yakuza Ashura Chapter,Sega,7.3,7.2,8.1,5066328.0,200000.0,2012-03-22,Adventure,2012
Risk: Global Domination,Atari,7.3,7.2,8.1,5066328.0,380000.0,2003-11-05,Strategy,2003
Paint Boll,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-10-01,Shooter,2009
Remote Masseuse,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-02-11,Misc,2009
Call of Duty: Black Ops 3,Activision,7.3,7.2,8.1,5066328.0,15090000.0,2015-11-06,Shooter,2015
The Revenge of Shinobi,THQ,7.3,7.2,8.1,5066328.0,90000.0,2002-11-19,Platform,2002
Drawn to Life (JP sales),THQ,7.3,7.2,8.1,5066328.0,0.0,2007-09-10,Adventure,2007
J-League Pocket 2,Konami,7.3,7.2,8.1,5066328.0,340568.42,2002-02-28,Sports,2002
We Cheer,Namco Bandai,7.3,7.2,8.1,5066328.0,520000.0,2008-09-30,Simulation,2008
GunPey DS,Namco Bandai,7.3,7.2,8.1,5066328.0,50000.0,2006-11-17,Puzzle,2006
Super Stardust HD,Sony Computer Entertainment,7.3,8.5,8.1,5066328.0,340568.42,2007-06-28,Shooter,2007
Simple Wii Series Vol. 3: Ason de Wakaru - The Party Casino,D3 Publisher,7.3,7.2,8.1,5066328.0,340568.42,2007-12-27,Misc,2007
Help Wanted: 50 Wacky Jobs,Hudson Soft,7.3,7.2,8.1,5066328.0,100000.0,2009-05-12,Simulation,2009
The Lord of the Rings: Conquest,Electronic Arts,5.3,5.9,8.1,5066328.0,630000.0,2009-01-13,Action,2009
Mega Man Battle Network,Capcom,7.3,7.2,8.1,5066328.0,420000.0,2001-10-30,Role-Playing,2001
Crash: Mind Over Mutant,Activision,7.3,7.2,8.1,5066328.0,500000.0,2008-10-07,Platform,2008
Pushmo World,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2014-06-19,Puzzle,2014
Ratchet & Clank Future: Tools of Destruction,Sony Computer Entertainment,8.8,8.9,8.1,1000000.0,340568.42,2007-10-23,Platform,2007
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 3: CR Marilyn Monroe,D3 Publisher,7.3,7.2,8.1,5066328.0,340568.42,2006-02-23,Misc,2006
Brutal Legend: Tears of the Hextadon,Electronic Arts,7.3,7.2,8.1,5066328.0,340568.42,2009-11-05,Action,2009
Hey Arnold! The Movie,THQ,7.3,5.5,8.1,5066328.0,260000.0,2002-05-29,Platform,2002
Barbie in The 12 Dancing Princesses,Activision,7.3,7.2,8.1,5066328.0,100000.0,2007-01-14,Adventure,2007
Ore no Shikabane o Koete Yuke,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,200000.0,2011-11-10,Role-Playing,2011
Genjin Collection,Hudson Soft,7.3,7.2,8.1,5066328.0,340568.42,1996-11-22,Misc,1996
Haunting Ground,Capcom,7.3,6.6,8.1,5066328.0,70000.0,2005-05-10,Action,2005
Child of Light,Ubisoft,7.3,7.2,8.1,5066328.0,80000.0,2014-07-01,Role-Playing,2014
Wagyan Paradise,Namco,7.3,7.2,8.1,5066328.0,340568.42,1994-12-16,Action,1994
The Fifth Element,Activision,7.3,3.7,8.1,5066328.0,140000.0,1998-09-30,Action,1998
Kirby's Adventure,Nintendo,7.3,7.2,8.1,1750000.0,340568.42,1993-05-01,Platform,1993
Shaun White Snowboarding: World Stage,Ubisoft,7.3,7.2,8.1,5066328.0,300000.0,2009-11-08,Sports,2009
JoJo's Bizarre Adventure: Eyes of Heaven,Namco Bandai Games,7.3,7.2,8.1,5066328.0,40000.0,2016-06-28,Fighting,2016
Backyard Sports Basketball 2007,Atari,7.3,7.2,8.1,5066328.0,340568.42,2007-02-20,Sports,2007
Master of Illusion Express: Shuffle Games,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2009-04-13,Misc,2009
Bio-Hazard Battle,Sega,7.3,7.2,8.1,5066328.0,340568.42,2007-02-26,Shooter,2007
Altered Beast,Sega,7.3,7.2,8.1,5066328.0,340568.42,1989-08-14,Action,1989
Nakayoshi Mahjong Kapurichi,Konami,7.3,7.2,8.1,5066328.0,340568.42,2001-10-25,Misc,2001
BikkuriMan Daijikai,Hudson Soft,7.3,7.2,8.1,5066328.0,340568.42,1988-12-23,Misc,1988
Raving Rabbids: Travel in Time 3D,Ubisoft,7.3,5.8,8.1,5066328.0,380000.0,2011-04-10,Platform,2011
Valkyria Chronicles Remastered,Sega,7.3,7.2,8.1,5066328.0,330000.0,2016-05-17,Role-Playing,2016
Simple 1500 Series Hello Kitty Vol. 2: Hello Kitty Illust Puzzle,D3 Publisher,7.3,7.2,8.1,5066328.0,340568.42,2001-08-30,Puzzle,2001
Hang On GP,Sega,7.3,7.2,8.1,5066328.0,70000.0,1996-01-01,Racing,1996
Legendary Wings,Capcom,7.3,7.2,8.1,5066328.0,340568.42,1988-07-01,Shooter,1988
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,Konami,7.3,7.2,8.1,5066328.0,30000.0,2006-03-23,Adventure,2006
Earth Defense Force 2017 (old JP sales),D3 Publisher,7.3,7.2,8.1,5066328.0,20000.0,2007-03-20,Shooter,2007
Molly the Were-Zompire,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-12-10,Role-Playing,2009
WhipCrack,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-10-05,Action,2009
Full House Kiss,Capcom,7.3,7.2,8.1,5066328.0,340568.42,2004-07-22,Adventure,2004
The Legend of Zelda: Twilight Princess HD,Nintendo,7.3,8.4,8.1,1160000.0,340568.42,2016-03-04,Action-Adventure,2016
Tales of Zestiria,Namco Bandai Games,7.3,7.2,8.1,5066328.0,450000.0,2015-10-20,Role-Playing,2015
Who is God,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2011-08-02,Platform,2011
Wreckless: ThE YaKuza MisSiOns,Activision,7.3,7.2,8.1,5066328.0,570000.0,2002-02-04,Racing,2002
The Renai Simulation 2: Fureai,D3 Publisher,7.3,7.2,8.1,5066328.0,340568.42,2002-09-26,Misc,2002
Me & My Katamari,Namco Bandai,7.3,7.2,8.1,5066328.0,340568.42,2009-12-22,Puzzle,2009
Xtreme Polygon,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-07-24,Shooter,2009
Jikkyou Powerful Pro Yakuu '94,Konami,7.3,7.2,8.1,5066328.0,410000.0,1994-03-11,Sports,1994
Meitantei Conan: Chika Yuuenchi Satsujin Jiken,Bandai,7.3,7.2,8.1,5066328.0,340568.42,1996-12-27,Adventure,1996
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Square Enix,7.3,7.2,8.1,710000.0,340568.42,2008-02-19,Role-Playing,2008
Nemesis 2,Konami,7.3,7.2,8.1,5066328.0,340568.42,2009-12-22,Shooter,2009
Monster Hunter Rise: Sunbreak,Capcom,7.3,7.2,8.1,4400000.0,340568.42,2022-06-30,Action-Adventure,2022
Night Driver,Atari,7.3,7.2,8.1,5066328.0,340568.42,1978-10-01,Racing,1978
Oink!,Activision,7.3,7.2,8.1,5066328.0,340568.42,1982-12-27,Action,1982
Katamari Damacy,Namco,7.3,8.5,8.1,5066328.0,730000.0,2004-09-21,Puzzle,2004
Pocket Rurubu Okinawa,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2009-07-29,Misc,2009
UFC Undisputed 3,THQ,9.0,7.2,8.1,5066328.0,1050000.0,2012-02-14,Fighting,2012
Goemon: Mononoke Sugoroku,Konami,7.3,7.2,8.1,5066328.0,340568.42,1999-12-25,Misc,1999
Super Dragon Ball Z,Atari,7.3,7.2,8.1,470000.0,340568.42,2006-07-18,Fighting,2006
ATV Offroad Fury Pro,Sony Computer Entertainment,7.3,7.6,8.1,5066328.0,460000.0,2006-10-26,Racing,2006
Alundra 2: A New Legend Begins,Activision,7.3,7.1,8.1,5066328.0,270000.0,2000-02-29,Role-Playing,2000
Capcom Digital Collection,Capcom,7.3,7.2,8.1,5066328.0,20000.0,2012-03-27,Misc,2012
Club Drive,Atari,7.3,7.2,8.1,5066328.0,340568.42,1994-01-01,Racing,1994
Call of Duty: Black Ops - Annihilation,Activision,7.3,8.0,8.1,5066328.0,340568.42,2011-06-28,Shooter,2011
Capcom Classics Collection Volume 2,Capcom,7.3,7.2,8.1,5066328.0,340568.42,2006-11-24,Misc,2006
Formula 1 Championship Edition,Sony Computer Entertainment,7.3,8.5,8.1,5066328.0,360000.0,1997-09-30,Racing,1997
Vampire Knight DS,D3 Publisher,7.3,7.2,8.1,5066328.0,70000.0,2009-01-29,Adventure,2009
NBA ShootOut 98,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,780000.0,1998-02-28,Sports,1998
Fields Reloaded,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-10-03,Shooter,2009
Transworld Surf: Next Wave,Atari,7.3,7.2,8.1,5066328.0,340568.42,2003-03-18,Sports,2003
Devil Kings,Capcom,7.3,7.2,8.1,5066328.0,250000.0,2005-10-12,Action,2005
Take A Break's: Puzzle Master,Ubisoft,7.3,7.2,8.1,5066328.0,160000.0,2009-11-13,Puzzle,2009
Hot Shots Golf,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,2790000.0,1998-05-05,Sports,1998
NHL Blades of Steel '99,Konami,7.3,7.2,8.1,5066328.0,50000.0,1999-04-05,Sports,1999
Kingdom Hearts II,Square Enix,7.3,8.3,8.1,5200000.0,340568.42,2006-03-28,Role-Playing,2006
Dissidia Duodecim Prologus Final Fantasy,Square Enix,7.3,7.2,8.1,5066328.0,340568.42,2011-03-15,Fighting,2011
Portal: Still Alive,Microsoft,7.3,8.9,8.1,5066328.0,340568.42,2008-10-22,Shooter,2008
Penny Racers,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,250000.0,1996-10-01,Racing,1996
Ghostbusters (2016),Activision,7.3,7.2,8.1,5066328.0,80000.0,2016-07-12,Action,2016
Jissen Pachi-Slot Hisshouhou! Selection: Salaryman Kintarou - Slotter Kintarou - Ore no Sora,Sega,7.3,7.2,8.1,5066328.0,340568.42,2008-02-14,Misc,2008
One Piece: Round the Land!,Bandai,7.3,7.2,8.1,5066328.0,340568.42,2004-12-10,Action,2004
Virtua Squad,Sega,7.3,7.2,8.1,5066328.0,340568.42,1996-10-31,Shooter,1996
Project: Horned Owl,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,110000.0,1996-08-31,Shooter,1996
Call of Duty: Roads to Victory,Activision,7.3,6.1,8.1,5066328.0,2140000.0,2007-03-13,Shooter,2007
Capcom Puzzle World,Capcom,7.3,7.4,8.1,5066328.0,340568.42,2009-10-21,Misc,2009
Everyday Shooter (PSP),Sony Computer Entertainment,7.3,7.0,8.1,5066328.0,340568.42,2008-12-04,Shooter,2008
Resident Evil 7,Capcom,7.3,7.2,8.1,11300000.0,340568.42,2017-01-24,Action-Adventure,2017
Dr. Luigi,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2013-12-31,Puzzle,2013
RockMan Power Battle Fighters,Capcom,7.3,7.2,8.1,5066328.0,340568.42,2004-08-05,Action,2004
Let's Pilates!,Konami,7.3,7.2,8.1,5066328.0,20000.0,2008-04-29,Misc,2008
Virtua Fighter CG Portrait Series Vol.8: Lion Rafale,Sega,7.3,7.2,8.1,5066328.0,340568.42,1996-01-26,Misc,1996
Eisei Meijin 3: Game Creator Yoshimura Nobuhiro no Zunou,Konami,7.3,7.2,8.1,5066328.0,340568.42,1999-07-08,Misc,1999
Mega Man Dual Pack,Capcom,7.3,7.2,8.1,5066328.0,340568.42,2011-09-16,Platform,2011
Iron Phoenix,Sega,7.3,7.2,8.1,5066328.0,20000.0,2005-03-25,Fighting,2005
Gran Turismo 5 Prologue,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2008-04-17,Racing,2008
The Shadows in the Underworld,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2010-03-30,Shooter,2010
Eisei Meijin VI,Konami,7.3,7.2,8.1,5066328.0,340568.42,2002-09-26,Misc,2002
Megamind: Ultimate Showdown,THQ,7.3,7.2,8.1,5066328.0,150000.0,2010-11-02,Adventure,2010
Shape Up,Ubisoft,7.3,7.2,8.1,5066328.0,180000.0,2014-11-11,Sports,2014
Far Cry Instincts Predator,Ubisoft,7.3,8.0,8.1,5066328.0,240000.0,2006-03-28,Shooter,2006
Doraemon: Nobita to Midori no Kyojinden DS,Sega,7.3,7.2,8.1,5066328.0,90000.0,2008-03-06,Platform,2008
Avatar Drop,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-09-03,Misc,2009
XXX,Activision,7.3,7.2,8.1,5066328.0,110000.0,2002-07-31,Action,2002
Junkyard Battle,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-09-27,Puzzle,2009
Zombie Death Car,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2011-07-06,Action,2011
Ratchet & Clank: Full Frontal Assault,Sony Computer Entertainment,6.9,7.2,8.1,5066328.0,250000.0,2012-11-27,Action,2012
Simple 1500 Series Vol. 78: The Zero Yon,D3 Publisher,7.3,7.2,8.1,5066328.0,340568.42,2001-10-25,Racing,2001
WWE '12,THQ,7.3,9.0,8.1,5066328.0,1180000.0,2011-11-22,Fighting,2011
Hirameki Action: Chibikko Wagyan no Daiki na Bouken,Namco Bandai,7.3,7.2,8.1,5066328.0,10000.0,2009-01-29,Action,2009
Crack'ed,Atari,7.3,7.2,8.1,5066328.0,340568.42,1988-01-01,Action,1988
Galidor: Defenders of the Outer Dimension,Electronic Arts,7.3,5.9,8.1,5066328.0,120000.0,2002-10-29,Action,2002
SimCity BuildIt,Electronic Arts,7.3,7.2,8.1,5066328.0,340568.42,2014-10-22,Simulation,2014
Medal of Honor: European Assault,Electronic Arts,7.3,7.2,8.1,5066328.0,530000.0,2005-06-07,Shooter,2005
Art Style: light trax,Nintendo,7.3,7.4,8.1,5066328.0,340568.42,2010-05-24,Racing,2010
Resistance: Burning Skies,Sony Computer Entertainment,7.4,7.2,8.1,5066328.0,440000.0,2012-05-29,Shooter,2012
The Quiz Gear Fight!!,Sega,7.3,7.2,8.1,5066328.0,340568.42,1995-04-07,Puzzle,1995
Zoo Tycoon 2 DS,THQ,7.3,6.9,8.1,5066328.0,290000.0,2008-02-04,Strategy,2008
The Sims 4,Electronic Arts,5.8,7.0,8.1,5066328.0,4099999.9999999995,2014-09-02,Simulation,2014
Monster High: Ghoul Spirit,THQ,7.3,7.2,8.1,5066328.0,930000.0,2011-10-25,Adventure,2011
Buzz! Junior: Monster Rumble,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2007-10-31,Misc,2007
Miniature Golf,Atari,7.3,7.2,8.1,5066328.0,340568.42,1979-01-01,Sports,1979
StarPilot,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2008-11-22,Action,2008
Imagine: Fashion Designer,Ubisoft,7.3,7.2,8.1,5066328.0,150000.0,2011-10-11,Simulation,2011
Super Game Boy,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,1994-06-14,Misc,1994
Assassination Classroom: Grand Siege on Korosensei,Namco Bandai Games,7.3,7.2,8.1,5066328.0,140000.0,2015-03-12,Action,2015
World Stadium 4,Namco,7.3,7.2,8.1,5066328.0,160000.0,2000-03-23,Sports,2000
Silent Hill 2: Restless Dreams,Konami,7.3,7.2,8.1,5066328.0,280000.0,2001-12-20,Action,2001
Buzz! Brain Of The UK,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2009-03-26,Misc,2009
Senkaiden,Bandai,7.3,7.2,8.1,5066328.0,340568.42,2000-02-24,Role-Playing,2000
Rapala for Kinect,Activision,7.3,7.2,8.1,5066328.0,20000.0,2011-11-15,Sports,2011
NieR: Automata The End of YoRHa Edition,Square Enix,7.3,7.2,8.1,5066328.0,340568.42,2022-10-06,Role-Playing,2022
Venus & Braves: Majo to Megami to Horobi no Yogen,Namco Bandai,7.3,7.2,8.1,5066328.0,50000.0,2011-01-20,Role-Playing,2011
Monster Hunter 3G,Capcom,7.3,7.6,8.1,2600000.0,340568.42,2013-03-19,Role-Playing,2013
Wonder Stadium '99,Bandai,7.3,7.2,8.1,5066328.0,340568.42,1999-09-30,Sports,1999
My French Coach,Ubisoft,7.3,7.2,8.1,5066328.0,170000.0,2007-11-06,Misc,2007
DJ Hero,Activision,8.0,8.4,8.1,5066328.0,1090000.0,2009-10-27,Misc,2009
Pawly Pets: My Pet Hotel,Ubisoft,7.3,7.2,8.1,5066328.0,10000.0,2007-05-08,Simulation,2007
Donkey Kong Barrel Blast,Nintendo,7.3,4.8,8.1,5066328.0,620000.0,2007-10-08,Racing,2007
Road Rash 3D,Electronic Arts,7.3,7.2,8.1,5066328.0,1250000.0,1998-05-31,Racing,1998
Disney Princess: Enchanting Storybooks,THQ,7.3,7.2,8.1,5066328.0,390000.0,2011-11-01,Misc,2011
Lines,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2008-11-12,Puzzle,2008
Emergency Heroes,Ubisoft,7.3,7.2,8.1,5066328.0,470000.0,2008-05-27,Racing,2008
Jeanne d'Arc,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2008-08-20,Role-Playing,2008
West,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2010-11-30,Role-Playing,2010
Team Sonic Racing,Sega,7.3,7.2,8.1,5066328.0,340568.42,2019-05-21,Racing,2019
Far Cry 2,Ubisoft,7.3,7.2,8.1,2900000.0,340568.42,2008-10-21,Shooter,2008
PC Engine Best Collection: Soldier Collection,Hudson Soft,7.3,7.2,8.1,5066328.0,0.0,2008-09-25,Shooter,2008
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,Namco Bandai Games,7.3,7.2,8.1,5066328.0,110000.0,2012-08-30,Role-Playing,2012
Starmaster,Activision,7.3,7.2,8.1,5066328.0,340568.42,1982-06-23,Simulation,1982
History Channel: Civil War - A Nation Divided,Activision,7.3,7.2,8.1,5066328.0,140000.0,2006-11-14,Shooter,2006
Rock 'n' Mole Extreme,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2011-08-03,Misc,2011
Pac-Man 2: The New Adventures,Namco,7.3,7.2,8.1,5066328.0,340568.42,1994-04-06,Platform,1994
The Fairly Odd Parents: Breakin' Da Rules,THQ,7.3,7.2,8.1,5066328.0,540000.0,2003-11-03,Platform,2003
BattleForge,Electronic Arts,7.3,7.2,8.1,5066328.0,10000.0,2009-03-24,Strategy,2009
Command & Conquer: Red Alert 3 Ultimate Edition,Electronic Arts,7.3,7.4,8.1,5066328.0,350000.0,2009-03-23,Strategy,2009
Terminator 3: The Redemption,Atari,7.3,7.2,8.1,5066328.0,170000.0,2004-09-02,Shooter,2004
Mahjong 63 Motel,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-10-02,Misc,2009
Top Striker,Namco,7.3,7.2,8.1,5066328.0,340568.42,1992-10-22,Sports,1992
EyeCreate,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,80000.0,2007-10-23,Misc,2007
Piyotama,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2007-08-09,Puzzle,2007
PD Ultraman Battle Collection 64,Bandai,7.3,7.2,8.1,5066328.0,40000.0,1999-07-16,Strategy,1999
Power Smash: Live Match!,Sega,7.3,7.2,8.1,5066328.0,10000.0,2010-03-25,Sports,2010
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,Konami,7.3,7.2,8.1,5066328.0,200000.0,2003-12-18,Sports,2003
Tetris DX,Nintendo,7.3,7.2,8.1,1880000.0,340568.42,1998-10-31,Puzzle,1998
Super Family Circuit,Namco,7.3,7.2,8.1,5066328.0,340568.42,1994-10-21,Racing,1994
Generator Rex: Agent of Providence,Activision,7.3,7.2,8.1,5066328.0,100000.0,2011-11-01,Action,2011
Mahou Sensei Negima! 1-Jikanme ~Okochama Sensei wa Mahoutsukai!~,Konami,7.3,7.2,8.1,5066328.0,340568.42,2005-01-20,Adventure,2005
Let the foreign immigrant! Online,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-12-08,Sports,2009
Let's Ride! Dreamer,THQ,7.3,7.2,8.1,5066328.0,70000.0,2006-03-10,Adventure,2006
Duel Masters: Kaijudo Showdown,Atari,7.3,5.8,8.1,5066328.0,220000.0,2004-11-16,Misc,2004
Neo Terra,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-11-19,Strategy,2009
Toy Story 2: Buzz Lightyear to the Rescue!,Activision,7.3,7.2,8.1,5066328.0,930000.0,1999-11-17,Platform,1999
Dance Dance Revolution Ultramix 3,Konami,7.3,7.2,8.1,5066328.0,380000.0,2005-11-15,Simulation,2005
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,Namco Bandai Games,7.3,7.2,8.1,5066328.0,70000.0,2012-04-19,Misc,2012
Lost Planet: Extreme Condition Colonies Edition,Capcom,7.3,7.8,8.1,5066328.0,0.0,2008-05-27,Shooter,2008
The Legend of Zelda: Skyward Sword,Nintendo,9.5,9.4,8.1,3670000.0,340568.42,2011-11-20,Adventure,2011
Ex-Mutants,Sega,7.3,7.2,8.1,5066328.0,340568.42,1992-01-01,Platform,1992
GameBoy Wars Advance 1+2,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2014-04-03,Misc,2014
NBA Action 98,Sega,7.3,7.2,8.1,5066328.0,340568.42,1997-10-31,Sports,1997
E0: Enemy Zero,Sega,7.3,7.2,8.1,5066328.0,410000.0,1997-10-31,Adventure,1997
Dragon Age II,Electronic Arts,7.4,7.9,8.1,5066328.0,630000.0,2011-03-08,Role-Playing,2011
Blender Bros.,Atari,7.3,7.4,8.1,5066328.0,20000.0,2002-04-15,Platform,2002
TMNT,Ubisoft,7.3,7.2,8.1,1100000.0,340568.42,2007-03-20,Action,2007
Demons To Diamonds,Atari,7.3,7.2,8.1,5066328.0,340568.42,1982-01-01,Action,1982
Call of Duty: Modern Warfare,Activision,7.3,7.2,8.1,30000000.0,340568.42,2019-10-25,Shooter,2019
Syphon Filter: Dark Mirror,Sony Computer Entertainment,7.3,8.5,8.1,5066328.0,300000.0,2006-03-14,Shooter,2006
Pit-Fighter,Atari,7.3,7.2,8.1,5066328.0,340568.42,1992-01-01,Action,1992
Rosario to Vampire: Tanabata no Miss Youkai Gakuen,Capcom,7.3,7.2,8.1,5066328.0,10000.0,2008-03-20,Adventure,2008
Dragon Quest Heroes: Rocket Slime,Square Enix,7.3,8.3,8.1,110000.0,340568.42,2006-09-19,Adventure,2006
Clu Clu Land (FDS),Nintendo,7.3,7.2,8.1,5066328.0,340568.42,1992-04-28,Puzzle,1992
Kidz Bop Dance Party! The Video Game,D3 Publisher,7.3,7.2,8.1,5066328.0,220000.0,2010-09-21,Misc,2010
Dino Crisis 2,Capcom,7.3,8.8,8.1,1200000.0,340568.42,2000-09-29,Action,2000
Theatrhythm Dragon Quest,Square Enix,7.3,7.2,8.1,5066328.0,160000.0,2015-03-26,Music,2015
Sega Ages 2500 Series Vol. 17: Phantasy Star Generation:2,Sega,7.3,7.2,8.1,5066328.0,340568.42,2005-03-24,Role-Playing,2005
Asonde Igo ga Tsuyoku naru!! Ginsei Igo DS,Electronic Arts,7.3,7.2,8.1,5066328.0,340568.42,2007-03-01,Misc,2007
Citizens of Earth,Atlus,6.8,7.2,8.1,5066328.0,340568.42,2015-01-20,Misc,2015
J-League Winning Eleven Advance 2002,Konami,7.3,7.2,8.1,5066328.0,340568.42,2002-10-10,Sports,2002
Space Invaders Get Even,Square Enix,7.3,7.2,8.1,5066328.0,340568.42,2008-12-01,Shooter,2008
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,Square Enix,7.3,7.2,8.1,5066328.0,20000.0,2008-04-17,Misc,2008
Panic!,Sega,7.3,7.2,8.1,5066328.0,340568.42,1993-04-23,Puzzle,1993
Kingdom: Ikkitousen no Ken,Konami,7.3,7.2,8.1,5066328.0,20000.0,2010-11-25,Action,2010
Sands of Destruction,Sega,7.3,6.5,8.1,5066328.0,230000.0,2010-01-12,Role-Playing,2010
